emission,spot,station,echeance,kn,q10,rafale,dir
202609030500,cologny,GVE,202609070400,1.7,0.9,2.9,113
202609030500,cologny,GVE,202609070500,2.0,1.1,3.0,118
202609030500,cologny,GVE,202609070600,2.1,1.1,3.5,125
202609030500,cologny,GVE,202609070700,1.8,0.9,3.4,170
202609030500,cologny,GVE,202609070800,2.3,1.2,7.7,195
202609030500,cologny,GVE,202609070900,2.8,1.3,8.4,210
202609030500,cologny,GVE,202609071000,3.0,1.7,9.0,224
202609030500,cologny,GVE,202609071100,3.8,2.2,9.9,230
202609030500,cologny,GVE,202609071200,4.3,2.3,11.4,240
202609030500,cologny,GVE,202609071300,4.8,2.8,12.1,243
202609030500,cologny,GVE,202609071400,4.8,2.6,13.1,246
202609030500,cologny,GVE,202609071500,5.0,2.9,13.7,255
202609030500,cologny,GVE,202609071600,5.0,3.0,12.5,292
202609030500,cologny,GVE,202609071700,3.8,2.3,12.3,309
202609030500,cologny,GVE,202609071800,2.8,1.5,11.0,42
202609030500,cologny,GVE,202609071900,2.3,1.0,8.2,243
202609030500,cologny,GVE,202609072000,2.0,0.9,7.4,59
202609030500,cologny,GVE,202609072100,1.8,0.8,6.9,175
202609030500,cologny,GVE,202609072200,1.6,0.8,6.4,179
202609030500,cologny,GVE,202609072300,1.6,0.7,5.7,135
202609030500,cologny,GVE,202609080000,1.3,0.6,4.8,164
202609030500,cologny,GVE,202609080100,1.6,0.7,5.2,183
202609030500,cologny,GVE,202609080200,1.7,0.8,5.3,168
202609030500,cologny,GVE,202609080300,1.6,0.6,5.5,193
202609030500,cologny,GVE,202609080400,1.7,0.8,6.5,194
202609030500,cologny,GVE,202609080500,1.8,0.8,6.5,185
202609030500,cologny,GVE,202609080600,1.8,0.9,5.7,183
202609030500,cologny,GVE,202609080700,2.2,1.0,7.3,200
202609030500,cologny,GVE,202609080800,2.3,1.1,7.8,224
202609030500,cologny,GVE,202609080900,2.8,1.4,8.2,231
202609030500,cologny,GVE,202609081000,3.3,1.6,9.6,230
202609030500,cologny,GVE,202609081100,4.0,1.8,11.7,238
202609030500,cologny,GVE,202609081200,4.6,2.4,12.3,242
202609030500,cologny,GVE,202609081300,4.6,2.2,12.6,240
202609030500,cologny,GVE,202609081400,4.4,2.2,13.7,242
202609030500,cologny,GVE,202609081500,4.3,2.0,12.4,250
202609030500,cologny,GVE,202609081600,3.9,1.7,12.6,240
202609030500,cologny,GVE,202609081700,3.6,1.7,11.4,241
202609030500,cologny,GVE,202609081800,3.4,1.5,12.0,235
202609030500,cologny,GVE,202609081900,2.6,1.2,11.4,245
202609030500,cologny,GVE,202609082000,2.7,1.2,10.7,241
202609030500,cologny,GVE,202609082100,2.4,1.0,8.9,234
202609030500,cologny,GVE,202609082200,2.2,0.9,8.6,221
202609030500,cologny,GVE,202609082300,2.2,0.9,7.6,209
202609030500,cologny,GVE,202609090000,2.3,0.9,8.1,220
202609030500,cologny,GVE,202609090100,2.0,0.8,8.2,214
202609030500,cologny,GVE,202609090200,2.1,0.9,8.2,215
202609030500,cologny,GVE,202609090300,2.2,0.9,8.5,211
202609030500,cologny,GVE,202609090400,2.2,0.9,7.8,214
202609030500,cologny,GVE,202609090500,2.5,1.1,8.1,210
202609030500,cologny,GVE,202609090600,2.3,1.0,8.0,216
202609030500,cologny,GVE,202609090700,2.5,1.1,7.8,214
202609030500,cologny,GVE,202609090800,2.5,1.2,8.4,217
202609030500,cologny,GVE,202609090900,3.0,1.4,8.7,213
202609030500,cologny,GVE,202609091000,3.5,1.5,9.5,219
202609030500,cologny,GVE,202609091100,3.9,1.8,11.7,243
202609030500,cologny,GVE,202609091200,4.4,2.2,11.9,224
202609030500,cologny,GVE,202609091300,4.3,2.0,12.3,243
202609030500,cologny,GVE,202609091400,4.2,2.1,12.6,240
202609030500,cologny,GVE,202609091500,4.4,2.2,12.7,246
202609030500,cologny,GVE,202609091600,4.4,2.0,13.1,245
202609030500,cologny,GVE,202609091700,3.5,1.7,11.5,238
202609030500,cologny,GVE,202609091800,3.5,1.7,11.7,242
202609030500,cologny,GVE,202609091900,3.2,1.3,10.6,247
202609030500,cologny,GVE,202609092000,2.9,1.3,9.6,237
202609030500,cologny,GVE,202609092100,2.2,1.0,8.6,239
202609030500,cologny,GVE,202609092200,2.3,1.0,8.6,195
202609030500,cologny,GVE,202609092300,2.0,0.9,7.3,181
202609030500,cologny,GVE,202609100000,1.9,0.8,7.3,135
202609030500,cologny,GVE,202609100100,1.7,0.8,7.6,144
202609030500,cologny,GVE,202609100200,1.8,0.8,7.9,165
202609030500,cologny,GVE,202609100300,1.9,0.7,7.5,166
202609030500,cologny,GVE,202609100400,1.9,0.9,7.9,163
202609030500,cologny,GVE,202609100500,2.0,0.9,7.3,154
202609030500,cologny,GVE,202609100600,1.8,0.9,7.5,176
202609030500,cologny,GVE,202609100700,2.2,1.0,8.2,161
202609030500,cologny,GVE,202609100800,2.4,1.0,8.0,164
202609030500,cologny,GVE,202609100900,2.6,1.1,8.3,187
202609030500,cologny,GVE,202609101000,2.9,1.3,8.8,192
202609030500,cologny,GVE,202609101100,3.7,1.7,9.3,206
202609030500,cologny,GVE,202609101200,3.6,1.7,10.3,220
202609030500,cologny,GVE,202609101300,3.8,1.8,10.2,258
202609030500,cologny,GVE,202609101400,3.4,1.7,12.0,269
202609030500,cologny,GVE,202609101500,3.7,1.8,11.1,328
202609030500,cologny,GVE,202609101600,3.5,1.5,11.3,269
202609030500,cologny,GVE,202609101700,3.1,1.4,10.5,256
202609030500,cologny,GVE,202609101800,3.1,1.4,10.0,311
202609030500,cologny,GVE,202609101900,2.7,1.2,9.7,210
202609030500,cologny,GVE,202609102000,2.3,1.0,8.5,235
202609030500,cologny,GVE,202609102100,1.8,0.8,8.1,178
202609030500,cologny,GVE,202609102200,2.1,0.9,7.9,165
202609030500,cologny,GVE,202609102300,1.9,0.8,7.6,184
202609030500,cologny,GVE,202609110000,1.8,0.8,7.6,161
202609030500,cologny,GVE,202609110100,1.8,0.8,7.6,155
202609030500,cologny,GVE,202609110200,1.9,0.8,7.1,162
202609030500,cologny,GVE,202609110300,1.8,0.8,7.1,152
202609030500,cologny,GVE,202609110400,1.8,0.9,6.5,164
202609030500,cologny,GVE,202609110500,1.6,0.8,7.0,175
202609030500,cologny,GVE,202609110600,1.7,0.7,7.1,166
202609030500,cologny,GVE,202609110700,1.9,0.8,6.9,184
202609030500,cologny,GVE,202609110800,2.1,1.0,8.0,184
202609030500,cologny,GVE,202609110900,2.6,1.1,8.3,204
202609030500,cologny,GVE,202609111000,2.9,1.3,8.9,192
202609030500,cologny,GVE,202609111100,3.1,1.6,10.2,215
202609030500,cologny,GVE,202609111200,3.8,1.7,9.8,225
202609030500,cologny,GVE,202609111300,3.9,1.8,9.8,233
202609030500,cologny,GVE,202609111400,3.6,1.7,11.2,240
202609030500,cologny,GVE,202609111500,3.7,1.8,11.1,230
202609030500,cologny,GVE,202609111600,3.7,1.6,10.8,254
202609030500,cologny,GVE,202609111700,3.1,1.5,10.5,215
202609030500,cologny,GVE,202609111800,3.0,1.4,9.7,284
202609030500,cologny,GVE,202609111900,2.8,1.3,9.6,263
202609030500,cologny,GVE,202609112000,2.3,1.1,8.5,208
202609030500,cologny,GVE,202609112100,2.3,1.0,8.7,110
202609030500,cologny,GVE,202609112200,2.1,0.9,7.6,174
202609030500,cologny,GVE,202609112300,1.8,0.7,7.9,175
202609030500,cologny,GVE,202609120000,1.7,0.7,7.8,163
202609030500,reposoir,GVE,202609022200,1.8,1.8,4.4,18
202609030500,reposoir,GVE,202609022300,1.9,1.9,4.8,315
202609030500,reposoir,GVE,202609030000,1.2,1.2,4.0,313
202609030500,reposoir,GVE,202609030100,1.2,1.2,2.9,321
202609030500,reposoir,GVE,202609030200,1.7,1.7,2.9,295
202609030500,reposoir,GVE,202609030300,2.3,2.3,4.6,278
202609030500,reposoir,GVE,202609030400,1.7,1.7,4.7,331
202609030500,reposoir,GVE,202609030500,1.8,1.8,4.0,331
202609030500,reposoir,GVE,202609030600,1.6,0.9,3.5,315
202609030500,reposoir,GVE,202609030700,1.6,1.0,3.6,348
202609030500,reposoir,GVE,202609030800,1.8,1.1,3.9,21
202609030500,reposoir,GVE,202609030900,2.3,1.6,4.9,66
202609030500,reposoir,GVE,202609031000,2.7,1.9,5.9,100
202609030500,reposoir,GVE,202609031100,2.4,1.5,5.8,124
202609030500,reposoir,GVE,202609031200,2.5,1.5,6.6,117
202609030500,reposoir,GVE,202609031300,3.1,1.9,7.5,102
202609030500,reposoir,GVE,202609031400,3.0,1.8,8.1,117
202609030500,reposoir,GVE,202609031500,3.1,2.1,8.2,96
202609030500,reposoir,GVE,202609031600,3.3,2.0,8.1,43
202609030500,reposoir,GVE,202609031700,3.7,2.2,8.4,3
202609030500,reposoir,GVE,202609031800,3.2,2.0,8.2,354
202609030500,reposoir,GVE,202609031900,2.2,1.2,5.7,332
202609030500,reposoir,GVE,202609032000,1.7,0.9,3.7,314
202609030500,reposoir,GVE,202609032100,1.7,1.0,2.6,306
202609030500,reposoir,GVE,202609032200,1.6,1.0,2.6,308
202609030500,reposoir,GVE,202609032300,1.6,0.9,2.5,290
202609030500,reposoir,GVE,202609040000,1.7,0.9,2.5,266
202609030500,reposoir,GVE,202609040100,1.6,0.9,2.3,260
202609030500,reposoir,GVE,202609040200,1.6,0.9,2.3,265
202609030500,reposoir,GVE,202609040300,1.6,0.9,2.1,272
202609030500,reposoir,GVE,202609040400,1.6,0.8,2.2,260
202609030500,reposoir,GVE,202609040500,1.7,0.9,2.4,275
202609030500,reposoir,GVE,202609040600,1.6,0.9,2.3,245
202609030500,reposoir,GVE,202609040700,1.3,0.8,2.3,220
202609030500,reposoir,GVE,202609040800,1.6,0.9,2.3,167
202609030500,reposoir,GVE,202609040900,1.7,1.0,2.4,145
202609030500,reposoir,GVE,202609041000,1.9,1.1,4.0,143
202609030500,reposoir,GVE,202609041100,2.8,1.6,5.5,163
202609030500,reposoir,GVE,202609041200,3.0,1.7,7.8,170
202609030500,reposoir,GVE,202609041300,4.1,2.4,9.1,204
202609030500,reposoir,GVE,202609041400,5.6,3.3,11.9,231
202609030500,reposoir,GVE,202609041500,6.7,4.3,14.1,237
202609030500,reposoir,GVE,202609041600,5.9,3.7,13.6,245
202609030500,reposoir,GVE,202609041700,4.1,2.5,10.2,270
202609030500,reposoir,GVE,202609041800,2.3,1.4,7.3,289
202609030500,reposoir,GVE,202609041900,2.0,1.2,4.9,266
202609030500,reposoir,GVE,202609042000,1.7,1.0,4.2,279
202609030500,reposoir,GVE,202609042100,1.7,0.9,3.7,277
202609030500,reposoir,GVE,202609042200,1.6,0.9,3.2,264
202609030500,reposoir,GVE,202609042300,1.7,0.9,3.5,263
202609030500,reposoir,GVE,202609050000,1.9,1.0,3.5,246
202609030500,reposoir,GVE,202609050100,1.8,0.9,3.4,248
202609030500,reposoir,GVE,202609050200,1.9,0.9,3.2,242
202609030500,reposoir,GVE,202609050300,1.8,0.9,3.5,257
202609030500,reposoir,GVE,202609050400,1.7,0.9,3.0,257
202609030500,reposoir,GVE,202609050500,1.5,0.8,2.8,239
202609030500,reposoir,GVE,202609050600,1.4,0.7,2.4,242
202609030500,reposoir,GVE,202609050700,1.6,0.8,2.8,214
202609030500,reposoir,GVE,202609050800,1.6,0.8,3.3,151
202609030500,reposoir,GVE,202609050900,1.9,1.2,4.0,141
202609030500,reposoir,GVE,202609051000,2.2,1.2,4.6,137
202609030500,reposoir,GVE,202609051100,3.0,1.7,7.9,139
202609030500,reposoir,GVE,202609051200,3.8,2.4,8.9,134
202609030500,reposoir,GVE,202609051300,4.3,2.6,10.0,213
202609030500,reposoir,GVE,202609051400,5.1,3.2,11.3,287
202609030500,reposoir,GVE,202609051500,5.6,3.6,12.0,308
202609030500,reposoir,GVE,202609051600,5.9,3.8,13.2,321
202609030500,reposoir,GVE,202609051700,5.4,3.5,11.8,341
202609030500,reposoir,GVE,202609051800,3.5,2.1,9.4,356
202609030500,reposoir,GVE,202609051900,2.6,1.3,8.7,24
202609030500,reposoir,GVE,202609052000,2.8,1.5,8.7,32
202609030500,reposoir,GVE,202609052100,2.8,1.5,8.5,13
202609030500,reposoir,GVE,202609052200,2.1,1.1,8.1,4
202609030500,reposoir,GVE,202609052300,2.0,1.0,4.5,356
202609030500,reposoir,GVE,202609060000,1.8,0.9,3.4,356
202609030500,reposoir,GVE,202609060100,1.7,0.9,2.9,356
202609030500,reposoir,GVE,202609060200,1.8,0.9,2.7,359
202609030500,reposoir,GVE,202609060300,1.8,0.9,2.9,4
202609030500,reposoir,GVE,202609060400,1.8,0.9,3.3,4
202609030500,reposoir,GVE,202609060500,1.8,0.9,2.9,23
202609030500,reposoir,GVE,202609060600,2.0,1.0,3.5,20
202609030500,reposoir,GVE,202609060700,2.4,1.1,8.2,44
202609030500,reposoir,GVE,202609060800,3.5,1.8,9.4,54
202609030500,reposoir,GVE,202609060900,4.3,2.3,9.4,56
202609030500,reposoir,GVE,202609061000,4.3,2.4,9.2,54
202609030500,reposoir,GVE,202609061100,4.3,2.6,9.1,56
202609030500,reposoir,GVE,202609061200,4.3,2.5,9.2,56
202609030500,reposoir,GVE,202609061300,4.5,2.7,9.3,53
202609030500,reposoir,GVE,202609061400,4.5,2.5,9.7,49
202609030500,reposoir,GVE,202609061500,4.5,2.5,9.3,43
202609030500,reposoir,GVE,202609061600,4.3,2.6,9.4,37
202609030500,reposoir,GVE,202609061700,3.4,2.0,9.0,26
202609030500,reposoir,GVE,202609061800,2.8,1.6,8.0,0
202609030500,reposoir,GVE,202609061900,1.9,1.1,4.9,342
202609030500,reposoir,GVE,202609062000,1.8,1.0,5.7,330
202609030500,reposoir,GVE,202609062100,1.7,0.9,3.2,328
202609030500,reposoir,GVE,202609062200,1.5,0.8,3.0,296
202609030500,reposoir,GVE,202609062300,1.6,0.8,4.2,262
202609030500,reposoir,GVE,202609070000,1.9,0.8,4.2,262
202609030500,reposoir,GVE,202609070100,1.5,0.8,5.8,254
202609030500,reposoir,GVE,202609070200,1.6,0.8,3.2,254
202609030500,reposoir,GVE,202609070300,1.5,0.8,3.1,252
202609030500,reposoir,GVE,202609070400,1.4,0.7,2.2,254
202609030500,reposoir,GVE,202609070500,1.6,0.8,2.5,244
202609030500,reposoir,GVE,202609070600,1.7,0.8,3.3,235
202609030500,reposoir,GVE,202609070700,1.8,0.9,3.9,213
202609030500,reposoir,GVE,202609070800,1.9,1.0,8.4,197
202609030500,reposoir,GVE,202609070900,2.3,1.2,6.7,191
202609030500,reposoir,GVE,202609071000,2.8,1.6,8.8,205
202609030500,reposoir,GVE,202609071100,3.3,1.9,8.7,205
202609030500,reposoir,GVE,202609071200,3.8,2.2,9.9,196
202609030500,reposoir,GVE,202609071300,4.4,2.4,11.3,214
202609030500,reposoir,GVE,202609071400,4.7,2.8,11.9,230
202609030500,reposoir,GVE,202609071500,5.1,3.0,12.3,232
202609030500,reposoir,GVE,202609071600,5.2,3.1,13.2,0
202609030500,reposoir,GVE,202609071700,3.9,2.2,12.4,356
202609030500,reposoir,GVE,202609071800,2.8,1.5,10.9,332
202609030500,reposoir,GVE,202609071900,2.1,1.0,8.6,290
202609030500,reposoir,GVE,202609072000,1.9,0.9,7.8,313
202609030500,reposoir,GVE,202609072100,1.7,0.8,6.0,306
202609030500,reposoir,GVE,202609072200,1.6,0.8,5.5,280
202609030500,reposoir,GVE,202609072300,1.3,0.6,4.0,316
202609030500,reposoir,GVE,202609080000,1.4,0.6,4.5,311
202609030500,reposoir,GVE,202609080100,1.3,0.5,5.3,267
202609030500,reposoir,GVE,202609080200,1.4,0.6,4.8,228
202609030500,reposoir,GVE,202609080300,1.2,0.5,5.5,243
202609030500,reposoir,GVE,202609080400,1.3,0.5,5.5,261
202609030500,reposoir,GVE,202609080500,1.5,0.6,4.6,243
202609030500,reposoir,GVE,202609080600,1.6,0.7,4.8,254
202609030500,reposoir,GVE,202609080700,1.7,0.8,6.2,203
202609030500,reposoir,GVE,202609080800,2.2,1.0,7.5,218
202609030500,reposoir,GVE,202609080900,2.5,1.2,8.1,220
202609030500,reposoir,GVE,202609081000,3.1,1.5,9.7,229
202609030500,reposoir,GVE,202609081100,3.8,1.9,10.7,238
202609030500,reposoir,GVE,202609081200,4.8,2.2,12.4,239
202609030500,reposoir,GVE,202609081300,4.3,2.3,12.5,239
202609030500,reposoir,GVE,202609081400,3.9,2.1,13.0,244
202609030500,reposoir,GVE,202609081500,3.9,1.9,12.9,241
202609030500,reposoir,GVE,202609081600,3.3,1.8,12.6,259
202609030500,reposoir,GVE,202609081700,2.8,1.5,12.3,277
202609030500,reposoir,GVE,202609081800,2.8,1.3,11.9,277
202609030500,reposoir,GVE,202609081900,2.5,1.2,11.2,263
202609030500,reposoir,GVE,202609082000,2.5,1.1,10.2,269
202609030500,reposoir,GVE,202609082100,2.1,0.9,9.1,262
202609030500,reposoir,GVE,202609082200,1.9,0.9,8.7,267
202609030500,reposoir,GVE,202609082300,1.8,0.8,8.7,271
202609030500,reposoir,GVE,202609090000,1.7,0.7,7.6,263
202609030500,reposoir,GVE,202609090100,1.9,0.7,8.3,244
202609030500,reposoir,GVE,202609090200,1.8,0.8,7.9,268
202609030500,reposoir,GVE,202609090300,1.6,0.7,8.3,253
202609030500,reposoir,GVE,202609090400,1.8,0.8,8.4,248
202609030500,reposoir,GVE,202609090500,1.9,0.8,8.2,248
202609030500,reposoir,GVE,202609090600,1.9,0.9,9.1,243
202609030500,reposoir,GVE,202609090700,2.1,0.9,8.2,235
202609030500,reposoir,GVE,202609090800,2.7,1.2,8.8,230
202609030500,reposoir,GVE,202609090900,2.6,1.3,9.2,235
202609030500,reposoir,GVE,202609091000,3.5,1.5,11.0,228
202609030500,reposoir,GVE,202609091100,3.9,1.9,11.5,240
202609030500,reposoir,GVE,202609091200,3.9,1.9,13.3,242
202609030500,reposoir,GVE,202609091300,4.1,2.1,13.7,246
202609030500,reposoir,GVE,202609091400,4.1,2.0,13.1,248
202609030500,reposoir,GVE,202609091500,3.7,1.8,13.5,262
202609030500,reposoir,GVE,202609091600,3.7,2.0,13.0,266
202609030500,reposoir,GVE,202609091700,3.0,1.5,13.4,265
202609030500,reposoir,GVE,202609091800,2.9,1.3,12.4,281
202609030500,reposoir,GVE,202609091900,2.5,1.2,11.6,276
202609030500,reposoir,GVE,202609092000,2.2,1.0,9.6,307
202609030500,reposoir,GVE,202609092100,2.0,0.8,9.0,300
202609030500,reposoir,GVE,202609092200,1.7,0.8,7.5,292
202609030500,reposoir,GVE,202609092300,1.8,0.7,7.6,333
202609030500,reposoir,GVE,202609100000,1.8,0.8,7.6,312
202609030500,reposoir,GVE,202609100100,1.7,0.7,7.8,300
202609030500,reposoir,GVE,202609100200,1.7,0.5,7.6,311
202609030500,reposoir,GVE,202609100300,1.7,0.7,8.1,295
202609030500,reposoir,GVE,202609100400,1.7,0.7,7.7,285
202609030500,reposoir,GVE,202609100500,1.9,0.8,7.2,281
202609030500,reposoir,GVE,202609100600,2.0,0.9,7.6,306
202609030500,reposoir,GVE,202609100700,2.1,1.0,7.7,94
202609030500,reposoir,GVE,202609100800,2.2,1.1,8.3,183
202609030500,reposoir,GVE,202609100900,2.4,1.2,8.5,173
202609030500,reposoir,GVE,202609101000,2.9,1.3,9.2,146
202609030500,reposoir,GVE,202609101100,3.0,1.5,9.8,166
202609030500,reposoir,GVE,202609101200,3.9,1.8,10.9,140
202609030500,reposoir,GVE,202609101300,3.8,1.8,12.4,164
202609030500,reposoir,GVE,202609101400,3.6,1.9,11.0,300
202609030500,reposoir,GVE,202609101500,3.2,1.6,11.2,249
202609030500,reposoir,GVE,202609101600,3.3,1.7,11.1,282
202609030500,reposoir,GVE,202609101700,2.9,1.3,10.5,311
202609030500,reposoir,GVE,202609101800,2.5,1.2,10.0,292
202609030500,reposoir,GVE,202609101900,2.4,1.1,8.6,307
202609030500,reposoir,GVE,202609102000,1.8,0.8,8.3,312
202609030500,reposoir,GVE,202609102100,1.9,0.9,7.8,324
202609030500,reposoir,GVE,202609102200,1.7,0.8,7.2,330
202609030500,reposoir,GVE,202609102300,1.7,0.7,7.1,329
202609030500,reposoir,GVE,202609110000,1.7,0.8,6.9,323
202609030500,reposoir,GVE,202609110100,1.6,0.5,7.5,10
202609030500,reposoir,GVE,202609110200,1.3,0.6,5.7,336
202609030500,reposoir,GVE,202609110300,1.4,0.6,6.9,330
202609030500,reposoir,GVE,202609110400,1.6,0.7,6.7,311
202609030500,reposoir,GVE,202609110500,1.6,0.7,7.3,348
202609030500,reposoir,GVE,202609110600,1.7,0.8,6.9,279
202609030500,reposoir,GVE,202609110700,1.8,0.8,7.8,193
202609030500,reposoir,GVE,202609110800,2.0,0.9,7.9,197
202609030500,reposoir,GVE,202609110900,2.3,1.0,8.1,194
202609030500,reposoir,GVE,202609111000,2.9,1.2,9.4,174
202609030500,reposoir,GVE,202609111100,3.4,1.7,9.3,195
202609030500,reposoir,GVE,202609111200,3.8,1.7,10.8,181
202609030500,reposoir,GVE,202609111300,3.8,1.9,11.5,193
202609030500,reposoir,GVE,202609111400,3.6,1.7,11.1,203
202609030500,reposoir,GVE,202609111500,3.5,1.7,11.3,227
